,country,place,song_name,song_id,views
0,37i9dQZEVXbND4ZYa46PaA,1,good 4 u,4ZtFanR9U6ndgddUvNcjcG,621485
1,37i9dQZEVXbND4ZYa46PaA,2,ZITTI E BUONI,776AftMmFFAWUIEAb3lHhw,546671
2,37i9dQZEVXbND4ZYa46PaA,3,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,402589
3,37i9dQZEVXbND4ZYa46PaA,4,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,328282
4,37i9dQZEVXbND4ZYa46PaA,5,Voilà,1uAOCTevGnyKIDbgZdOCnE,310804
5,37i9dQZEVXbND4ZYa46PaA,6,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,269072
6,37i9dQZEVXbND4ZYa46PaA,7,drivers license,5wANPM4fQCJwkGd4rN57mH,257145
7,37i9dQZEVXbND4ZYa46PaA,8,SHUM,7mEDVrAHDnQJStDo8jKJJm,254129
8,37i9dQZEVXbND4ZYa46PaA,9,deja vu,6HU7h9RYOaPRFeh0R3UeAr,245890
9,37i9dQZEVXbND4ZYa46PaA,10,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",6uvMKqNlrSvcC4NaKnrwjZ,244417
10,37i9dQZEVXbND4ZYa46PaA,11,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,236960
11,37i9dQZEVXbND4ZYa46PaA,12,The Wrong Place,6riWD7fUly0edv1gUZaguM,233698
12,37i9dQZEVXbND4ZYa46PaA,13,Astronaut In The Ocean,3VT8hOC5vuDXBsHrR53WFh,226863
13,37i9dQZEVXbND4ZYa46PaA,14,Cover Me In Sunshine,0UKUfxIkDAMZz7hMdiVX3m,223428
14,37i9dQZEVXbND4ZYa46PaA,15,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,216787
15,37i9dQZEVXbND4ZYa46PaA,16,The Business,6f3Slt0GbA2bPZlz0aIFXN,213363
16,37i9dQZEVXbND4ZYa46PaA,17,Arcade,1J14CdDAvBTE1AJYUOwl6C,212162
17,37i9dQZEVXbND4ZYa46PaA,18,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,203727
18,37i9dQZEVXbND4ZYa46PaA,19,Dark Side,6A8B1kJ9ZNHbl2uFPN6Wtm,198154
19,37i9dQZEVXbND4ZYa46PaA,20,BED,0siYMEsGrzzzlWLXK5zJfS,189769
20,37i9dQZEVXbND4ZYa46PaA,21,La kiffance,1bwhDrXcAtqePp8mNJ0pTe,185884
21,37i9dQZEVXbND4ZYa46PaA,22,Tout l'univers,3MvY2XbGYFi6p2dgmdcOYG,184985
22,37i9dQZEVXbND4ZYa46PaA,23,Butter,3VqeTFIvhxu3DIe4eZVzGq,181276
23,37i9dQZEVXbND4ZYa46PaA,24,El Diablo,5qqQgao22OUr6rx3y0TPIe,179470
